id_cliente,genero,edad,es_senior,tiene_pareja,tiene_dependientes,meses_antiguedad,servicio_telefono,servicio_internet,soporte_tecnico,tipo_contrato,metodo_pago,factura_electronica,cargo_mensual,cargo_total,tickets_soporte,churn,churn_label
CLI-03667,Femenino,54,0,Si,No,39,Si,DSL,No,Anual,Tarjeta credito,Si,89.82,3549.17,2,0,No
CLI-03668,Femenino,61,0,Si,No,2,Si,DSL,No,Anual,Tarjeta credito,No,61.24,134.2,0,0,No
CLI-03669,Femenino,18,0,Si,No,66,Si,DSL,No,Mensual,Cheque electronico,Si,109.68,7250.41,2,0,No
CLI-03670,Femenino,27,0,Si,Si,54,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,79.36,4315.39,1,0,No
CLI-03671,Femenino,60,0,No,Si,29,Si,No,No,Mensual,Cheque electronico,Si,72.91,2022.31,3,0,No
CLI-03672,Masculino,33,0,Si,Si,45,Si,Fibra optica,Si,Mensual,Tarjeta credito,Si,99.92,4136.33,2,0,No
CLI-03673,Femenino,63,0,Si,Si,31,Si,Fibra optica,No,Mensual,Cheque por correo,Si,67.52,2180.01,3,1,Si
CLI-03674,Masculino,25,0,Si,Si,49,Si,No,No,Anual,Transferencia bancaria,Si,46.49,2418.52,1,0,No
CLI-03675,Masculino,73,1,No,Si,9,Si,No,Si,Bianual,Transferencia bancaria,No,33.82,326.89,2,0,No
CLI-03676,Femenino,66,1,No,No,27,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,75.31,1994.44,3,0,No
CLI-03677,Femenino,42,0,Si,No,56,Si,DSL,No,Mensual,Tarjeta credito,Si,61.34,3574.89,1,0,No
CLI-03678,Masculino,67,1,Si,No,45,Si,DSL,No,Bianual,Cheque electronico,Si,58.53,2508.84,2,0,No
CLI-03679,Masculino,29,0,Si,Si,43,Si,Fibra optica,No,Anual,Cheque por correo,No,53.64,2192.48,2,0,No
CLI-03680,Masculino,42,0,No,No,22,Si,Fibra optica,No,Mensual,Cheque por correo,Si,86.5,2091.67,1,0,No
CLI-03681,Femenino,34,0,Si,Si,33,Si,Fibra optica,No,Mensual,Cheque electronico,No,70.94,2504.63,1,0,No
CLI-03682,Masculino,77,1,No,No,27,Si,Fibra optica,Si,Anual,Tarjeta credito,Si,72.8,1869.76,3,0,No
CLI-03683,Femenino,43,0,No,Si,40,Si,No,Si,Mensual,Cheque por correo,No,49.43,1950.86,0,0,No
CLI-03684,Femenino,63,0,No,No,26,Si,No,No,Bianual,Cheque electronico,Si,80.59,2122.57,0,0,No
CLI-03685,Femenino,65,1,Si,No,45,Si,No,No,Anual,Cheque electronico,Si,59.16,2402.89,0,0,No
CLI-03686,Masculino,31,0,No,No,45,Si,No,Si,Bianual,Cheque por correo,No,96.49,4740.89,2,0,No
CLI-03687,Femenino,58,0,No,Si,26,Si,DSL,No,Bianual,Tarjeta credito,Si,72.01,1725.76,0,0,No
CLI-03688,Femenino,53,0,Si,No,70,Si,DSL,Si,Anual,Transferencia bancaria,Si,47.52,3537.45,1,0,No
CLI-03689,Femenino,74,1,Si,No,67,Si,Fibra optica,No,Mensual,Cheque electronico,Si,33.07,2426.59,3,1,Si
CLI-03690,Femenino,40,0,Si,Si,6,Si,Fibra optica,No,Mensual,Cheque electronico,No,89.39,558.25,2,0,No
CLI-03691,Femenino,60,0,Si,No,28,No,Fibra optica,No,Bianual,Tarjeta credito,Si,55.85,1709.76,2,0,No
CLI-03692,Masculino,23,0,Si,No,67,Si,DSL,Si,Anual,Cheque electronico,Si,24.68,1494.72,2,0,No
CLI-03693,Femenino,64,0,No,No,13,No,No,No,Mensual,Tarjeta credito,No,111.32,1405.06,1,0,No
CLI-03694,Femenino,22,0,Si,No,63,Si,DSL,Si,Anual,Tarjeta credito,No,57.44,3601.68,2,0,No
CLI-03695,Masculino,60,0,No,No,13,Si,No,Si,Mensual,Transferencia bancaria,No,94.09,1292.39,3,1,Si
CLI-03696,Femenino,42,0,Si,No,1,Si,Fibra optica,Si,Mensual,Tarjeta credito,No,64.81,66.81,3,1,Si
CLI-03697,Masculino,35,0,No,No,40,Si,DSL,No,Mensual,Cheque electronico,Si,108.87,4560.35,0,1,Si
CLI-03698,Femenino,79,1,Si,No,37,Si,DSL,No,Mensual,Tarjeta credito,Si,20.97,720.75,0,1,Si
CLI-03699,Masculino,30,0,No,No,31,Si,DSL,No,Bianual,Cheque electronico,No,44.46,1473.3,0,0,No
CLI-03700,Masculino,60,0,Si,No,17,Si,DSL,No,Mensual,Cheque por correo,Si,73.67,1333.1,4,0,No
CLI-03701,Femenino,31,0,Si,No,9,Si,Fibra optica,No,Mensual,Cheque por correo,Si,50.97,483.4,3,1,Si
CLI-03702,Femenino,45,0,No,Si,64,Si,DSL,No,Anual,Cheque por correo,Si,93.75,6381.54,1,1,Si
CLI-03703,Femenino,35,0,Si,No,57,Si,No,No,Bianual,Cheque electronico,Si,88.22,4740.5,1,1,Si
CLI-03704,Masculino,76,1,No,Si,13,Si,DSL,No,Mensual,Transferencia bancaria,Si,20.6,248.53,1,0,No
CLI-03705,Masculino,77,1,No,Si,37,Si,DSL,No,Anual,Transferencia bancaria,No,79.25,3163.93,3,0,No
CLI-03706,Masculino,74,1,Si,Si,14,No,No,No,Mensual,Tarjeta credito,Si,103.26,1577.77,0,1,Si
CLI-03707,Femenino,45,0,No,No,25,No,Fibra optica,No,Mensual,Cheque por correo,No,50.19,1235.74,2,1,Si
CLI-03708,Masculino,68,1,No,Si,57,Si,Fibra optica,No,Mensual,Cheque por correo,No,32.21,1816.51,1,1,Si
CLI-03709,Masculino,73,1,Si,No,71,Si,DSL,No,Anual,Tarjeta credito,Si,93.31,6944.31,0,0,No
CLI-03710,Femenino,44,0,No,No,42,Si,DSL,Si,Anual,Tarjeta credito,Si,109.84,4608.67,1,0,No
CLI-03711,Masculino,49,0,No,Si,42,Si,Fibra optica,Si,Mensual,Transferencia bancaria,Si,85.0,3436.88,1,0,No
CLI-03712,Masculino,64,0,Si,Si,47,No,Fibra optica,No,Mensual,Tarjeta credito,Si,104.3,4598.26,0,0,No
CLI-03713,Femenino,26,0,Si,No,44,No,DSL,Si,Mensual,Cheque por correo,No,119.86,4770.35,1,0,No
CLI-03714,Masculino,57,0,No,No,41,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,68.94,2876.12,1,0,No
CLI-03715,Femenino,49,0,Si,No,3,Si,No,Si,Anual,Tarjeta credito,No,113.4,315.85,3,0,No
CLI-03716,Femenino,37,0,Si,No,1,Si,DSL,No,Anual,Transferencia bancaria,No,53.12,56.93,1,1,Si
CLI-03717,Femenino,45,0,Si,No,11,Si,No,No,Mensual,Cheque electronico,Si,94.06,1134.58,1,1,Si
CLI-03718,Femenino,50,0,No,No,7,Si,DSL,No,Mensual,Cheque electronico,No,109.95,763.14,1,0,No
CLI-03719,Femenino,21,0,Si,No,12,No,No,Si,Mensual,Cheque por correo,No,71.13,787.93,1,0,No
CLI-03720,Masculino,63,0,Si,No,38,Si,No,Si,Mensual,Tarjeta credito,No,81.9,3163.87,2,1,Si
CLI-03721,Masculino,74,1,No,No,54,No,DSL,Si,Mensual,Cheque electronico,Si,116.99,6410.81,2,0,No
CLI-03722,Femenino,51,0,Si,Si,67,Si,No,No,Bianual,Transferencia bancaria,No,43.62,2708.23,1,0,No
CLI-03723,Femenino,65,1,No,No,53,Si,Fibra optica,No,Bianual,Cheque por correo,Si,54.31,2963.02,0,0,No
CLI-03724,Masculino,20,0,No,No,32,Si,DSL,No,Anual,Cheque electronico,No,96.77,2982.72,1,0,No
CLI-03725,Femenino,43,0,No,No,45,Si,Fibra optica,No,Mensual,Cheque electronico,Si,52.78,2539.22,2,1,Si
CLI-03726,Femenino,25,0,No,Si,51,Si,No,No,Mensual,Tarjeta credito,No,69.08,3585.03,2,0,No
CLI-03727,Femenino,23,0,Si,No,37,Si,No,No,Mensual,Cheque electronico,Si,23.15,845.06,1,1,Si
CLI-03728,Masculino,33,0,No,Si,59,No,DSL,No,Mensual,Cheque electronico,No,75.68,4878.87,2,1,Si
CLI-03729,Masculino,41,0,Si,Si,54,Si,Fibra optica,No,Mensual,Cheque electronico,No,81.93,4416.45,1,0,No
CLI-03730,Femenino,65,1,Si,Si,18,Si,DSL,Si,Bianual,Cheque electronico,Si,26.43,512.59,3,0,No
CLI-03731,Femenino,56,0,Si,No,1,Si,Fibra optica,Si,Anual,Cheque electronico,Si,42.88,40.86,0,0,No
CLI-03732,Masculino,47,0,Si,Si,21,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,62.19,1290.78,1,1,Si
CLI-03733,Masculino,62,0,No,No,28,Si,DSL,No,Mensual,Cheque por correo,Si,97.69,2507.68,1,1,Si
CLI-03734,Femenino,30,0,Si,Si,16,Si,Fibra optica,No,Mensual,Cheque por correo,Si,20.21,318.36,3,0,No
CLI-03735,Femenino,22,0,No,No,48,Si,No,No,Mensual,Cheque electronico,Si,51.8,2682.57,1,0,No
CLI-03736,Masculino,42,0,No,Si,28,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,18.5,552.13,4,0,No
CLI-03737,Masculino,37,0,No,Si,22,Si,No,No,Anual,Cheque electronico,No,71.17,1714.71,0,0,No
CLI-03738,Masculino,71,1,Si,No,1,Si,DSL,Si,Mensual,Tarjeta credito,Si,68.88,72.32,0,0,No
CLI-03739,Femenino,35,0,No,No,42,Si,No,No,Mensual,Cheque electronico,No,95.05,3809.65,1,1,Si
CLI-03740,Masculino,64,0,Si,Si,70,Si,DSL,No,Mensual,Tarjeta credito,No,18.4,1200.63,1,0,No
CLI-03741,Femenino,35,0,Si,Si,3,No,Fibra optica,No,Anual,Cheque por correo,No,95.39,267.83,1,0,No
CLI-03742,Masculino,19,0,No,Si,44,Si,No,Si,Mensual,Cheque por correo,No,108.91,4946.71,1,0,No
CLI-03743,Masculino,27,0,Si,No,27,No,No,No,Mensual,Cheque por correo,No,50.38,1328.23,1,0,No
CLI-03744,Masculino,72,1,Si,No,51,Si,DSL,No,Mensual,Cheque por correo,Si,52.04,2608.41,2,0,No
CLI-03745,Masculino,62,0,No,No,24,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,18.11,465.98,2,0,No
CLI-03746,Femenino,67,1,Si,Si,20,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,61.77,1291.4,1,0,No
CLI-03747,Femenino,64,0,No,No,32,No,DSL,Si,Mensual,Tarjeta credito,Si,80.53,2427.12,1,1,Si
CLI-03748,Masculino,29,0,Si,Si,13,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,30.51,370.54,1,0,No
CLI-03749,Femenino,64,0,Si,Si,43,Si,Fibra optica,No,Mensual,Cheque electronico,Si,85.03,3891.71,3,1,Si
CLI-03750,Masculino,30,0,Si,No,20,Si,Fibra optica,No,Mensual,Tarjeta credito,No,55.31,1206.56,2,0,No
CLI-03751,Masculino,67,1,Si,No,2,Si,DSL,Si,Mensual,Transferencia bancaria,No,86.65,162.39,1,0,No
CLI-03752,Masculino,64,0,Si,Si,68,Si,DSL,Si,Bianual,Cheque por correo,No,43.61,3233.42,0,0,No
CLI-03753,Masculino,74,1,No,No,60,No,No,No,Mensual,Tarjeta credito,No,97.01,5738.81,2,0,No
CLI-03754,Femenino,72,1,No,No,4,No,Fibra optica,Si,Mensual,Tarjeta credito,Si,73.98,319.93,1,1,Si
CLI-03755,Masculino,28,0,No,No,17,Si,Fibra optica,No,Mensual,Cheque electronico,Si,72.39,1292.37,2,1,Si
CLI-03756,Masculino,36,0,Si,No,1,Si,Fibra optica,No,Mensual,Cheque electronico,Si,67.79,73.28,3,0,No
CLI-03757,Femenino,52,0,No,No,33,Si,DSL,No,Mensual,Cheque electronico,Si,103.88,3527.55,0,0,No
CLI-03758,Masculino,56,0,No,No,30,Si,Fibra optica,Si,Bianual,Transferencia bancaria,No,74.53,2082.52,2,0,No
CLI-03759,Masculino,70,1,No,No,5,Si,DSL,No,Mensual,Transferencia bancaria,No,34.28,156.33,2,0,No
CLI-03760,Masculino,43,0,Si,No,12,Si,No,No,Bianual,Transferencia bancaria,No,81.83,1006.92,0,0,No
CLI-03761,Femenino,63,0,No,Si,32,Si,No,No,Bianual,Transferencia bancaria,No,70.44,2054.98,3,0,No
CLI-03762,Masculino,31,0,No,No,38,Si,No,No,Bianual,Cheque electronico,Si,25.03,900.92,2,0,No
CLI-03763,Femenino,71,1,Si,Si,17,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,77.27,1236.41,3,1,Si
CLI-03764,Masculino,62,0,No,Si,58,Si,Fibra optica,Si,Mensual,Tarjeta credito,Si,26.1,1491.73,2,0,No
CLI-03765,Masculino,61,0,Si,No,40,Si,No,No,Anual,Tarjeta credito,Si,91.93,3748.82,3,0,No
CLI-03766,Femenino,41,0,No,Si,24,Si,Fibra optica,No,Mensual,Cheque electronico,Si,84.79,2202.3,1,1,Si
CLI-03767,Masculino,58,0,No,No,12,Si,Fibra optica,No,Anual,Cheque electronico,Si,68.31,891.23,2,0,No
CLI-03768,Masculino,18,0,No,No,19,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,94.38,1966.22,2,0,No
CLI-03769,Femenino,68,1,Si,No,29,Si,Fibra optica,No,Bianual,Cheque electronico,Si,46.64,1423.93,2,0,No
CLI-03770,Femenino,60,0,Si,Si,52,Si,Fibra optica,No,Mensual,Cheque electronico,Si,63.54,3582.48,1,1,Si
CLI-03771,Femenino,72,1,No,Si,17,Si,Fibra optica,No,Mensual,Cheque por correo,Si,19.56,351.85,0,0,No
CLI-03772,Femenino,39,0,Si,No,21,Si,Fibra optica,No,Mensual,Cheque electronico,Si,118.81,2699.9,2,0,No
CLI-03773,Femenino,40,0,Si,No,60,Si,No,No,Mensual,Transferencia bancaria,Si,23.74,1311.64,2,1,Si
CLI-03774,Masculino,73,1,No,Si,20,Si,Fibra optica,No,Mensual,Tarjeta credito,No,28.65,625.9,1,0,No
CLI-03775,Femenino,71,1,No,Si,53,Si,Fibra optica,No,Anual,Tarjeta credito,No,68.48,3436.76,1,0,No
CLI-03776,Masculino,36,0,Si,No,63,Si,DSL,No,Anual,Transferencia bancaria,Si,56.34,3598.03,1,0,No
CLI-03777,Masculino,35,0,Si,Si,57,Si,No,No,Bianual,Transferencia bancaria,Si,72.3,4134.97,1,0,No
CLI-03778,Masculino,29,0,Si,No,29,Si,DSL,No,Mensual,Cheque por correo,No,103.17,3030.5,0,1,Si
CLI-03779,Femenino,72,1,No,No,1,Si,Fibra optica,No,Anual,Cheque electronico,Si,34.18,35.56,1,0,No
CLI-03780,Femenino,45,0,No,No,59,Si,No,No,Anual,Transferencia bancaria,Si,83.23,4949.46,1,0,No
CLI-03781,Masculino,45,0,No,No,64,Si,Fibra optica,No,Bianual,Cheque por correo,No,19.84,1317.69,4,0,No
CLI-03782,Femenino,77,1,No,Si,72,Si,DSL,Si,Bianual,Cheque electronico,Si,98.58,7146.58,1,0,No
CLI-03783,Femenino,76,1,No,No,71,Si,DSL,Si,Mensual,Transferencia bancaria,Si,101.19,6483.35,2,0,No
CLI-03784,Femenino,50,0,No,No,44,Si,No,Si,Bianual,Cheque electronico,Si,56.7,2558.35,0,0,No
CLI-03785,Femenino,36,0,Si,No,48,Si,DSL,Si,Mensual,Tarjeta credito,Si,35.68,1731.55,3,0,No
CLI-03786,Masculino,45,0,No,No,15,Si,DSL,Si,Bianual,Tarjeta credito,Si,100.73,1536.89,0,0,No
CLI-03787,Masculino,76,1,Si,No,35,Si,Fibra optica,Si,Anual,Cheque electronico,Si,110.74,3489.52,2,0,No
CLI-03788,Femenino,69,1,No,Si,23,Si,Fibra optica,No,Mensual,Cheque electronico,No,25.68,586.95,1,1,Si
CLI-03789,Masculino,78,1,No,No,53,Si,Fibra optica,Si,Bianual,Cheque electronico,Si,77.14,4395.03,2,1,Si
CLI-03790,Femenino,79,1,Si,No,45,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,113.69,4944.72,1,1,Si
CLI-03791,Femenino,66,1,No,No,13,Si,No,Si,Bianual,Cheque electronico,Si,83.66,1075.59,0,0,No
CLI-03792,Masculino,54,0,Si,No,34,Si,No,No,Anual,Cheque por correo,Si,101.67,3195.75,0,0,No
CLI-03793,Masculino,43,0,No,No,38,Si,Fibra optica,No,Anual,Cheque electronico,Si,41.44,1559.05,3,0,No
CLI-03794,Masculino,52,0,Si,No,70,Si,DSL,Si,Mensual,Cheque por correo,Si,28.44,1949.3,1,0,No
CLI-03795,Femenino,51,0,No,No,68,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,56.37,4126.81,2,0,No
CLI-03796,Masculino,52,0,Si,Si,5,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,58.3,264.42,1,0,No
CLI-03797,Femenino,57,0,Si,No,40,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,98.19,4282.04,2,1,Si
CLI-03798,Masculino,33,0,Si,No,70,Si,DSL,No,Bianual,Transferencia bancaria,Si,59.44,4224.38,0,0,No
CLI-03799,Masculino,55,0,Si,No,21,Si,Fibra optica,No,Anual,Cheque por correo,No,42.13,889.97,0,0,No
CLI-03800,Femenino,30,0,Si,No,28,Si,No,No,Anual,Transferencia bancaria,Si,108.41,3269.94,1,0,No
CLI-03801,Femenino,79,1,No,No,3,Si,Fibra optica,No,Anual,Tarjeta credito,No,97.83,275.35,1,0,No
CLI-03802,Femenino,40,0,Si,No,23,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,86.06,1864.19,2,0,No
CLI-03803,Femenino,77,1,Si,No,72,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,39.13,3028.34,2,0,No
CLI-03804,Femenino,71,1,Si,Si,19,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,38.89,802.37,2,0,No
CLI-03805,Femenino,39,0,No,Si,50,Si,Fibra optica,Si,Bianual,Cheque electronico,Si,68.12,3636.12,2,0,No
CLI-03806,Femenino,33,0,No,No,58,Si,DSL,Si,Anual,Tarjeta credito,No,72.15,3800.77,1,0,No
CLI-03807,Femenino,45,0,No,No,20,Si,Fibra optica,No,Mensual,Cheque electronico,Si,44.12,909.24,3,0,No
CLI-03808,Masculino,65,1,No,Si,72,Si,No,No,Bianual,Cheque por correo,Si,30.58,2180.24,1,0,No
CLI-03809,Femenino,52,0,Si,Si,53,Si,Fibra optica,Si,Anual,Cheque por correo,Si,55.05,3097.27,0,0,No
CLI-03810,Femenino,77,1,Si,No,9,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,61.77,517.92,2,0,No
CLI-03811,Masculino,62,0,Si,No,4,Si,DSL,No,Anual,Transferencia bancaria,Si,23.36,101.3,0,1,Si
CLI-03812,Femenino,63,0,No,No,41,Si,No,No,Anual,Cheque electronico,Si,75.59,2997.17,0,0,No
CLI-03813,Masculino,25,0,No,Si,25,Si,DSL,Si,Anual,Tarjeta credito,No,18.21,439.16,0,0,No
CLI-03814,Masculino,61,0,No,No,34,Si,DSL,No,Anual,Tarjeta credito,Si,33.42,1063.2,2,0,No
CLI-03815,Femenino,72,1,Si,No,9,Si,Fibra optica,No,Mensual,Cheque por correo,No,32.99,267.63,3,1,Si
CLI-03816,Masculino,72,1,Si,No,13,Si,Fibra optica,No,Mensual,Cheque por correo,No,88.13,1102.78,3,0,No
CLI-03817,Femenino,39,0,Si,No,9,Si,No,No,Mensual,Cheque electronico,No,67.56,565.27,0,0,No
CLI-03818,Masculino,38,0,No,Si,4,Si,No,No,Anual,Tarjeta credito,Si,103.28,432.8,1,0,No
CLI-03819,Masculino,43,0,Si,No,34,Si,DSL,No,Mensual,Cheque por correo,Si,45.01,1608.89,2,0,No
CLI-03820,Masculino,57,0,No,Si,7,Si,DSL,No,Mensual,Cheque electronico,Si,39.48,294.49,2,1,Si
CLI-03821,Femenino,38,0,Si,Si,15,No,Fibra optica,No,Bianual,Tarjeta credito,No,99.9,1350.28,0,0,No
CLI-03822,Femenino,42,0,No,No,38,Si,No,No,Mensual,Transferencia bancaria,No,63.31,2334.32,0,0,No
CLI-03823,Masculino,58,0,No,No,52,Si,DSL,No,Anual,Cheque electronico,Si,45.97,2154.17,4,0,No
CLI-03824,Masculino,18,0,No,No,7,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,60.66,425.28,1,0,No
CLI-03825,Femenino,23,0,No,No,45,Si,Fibra optica,Si,Mensual,Transferencia bancaria,Si,61.38,2988.04,2,0,No
CLI-03826,Femenino,40,0,No,No,59,Si,Fibra optica,No,Mensual,Cheque por correo,Si,76.35,4421.67,1,1,Si
CLI-03827,Masculino,68,1,No,No,21,Si,DSL,Si,Bianual,Cheque electronico,Si,21.84,492.92,1,0,No
CLI-03828,Masculino,40,0,No,Si,28,Si,No,No,Mensual,Cheque por correo,Si,43.29,1320.62,4,0,No
CLI-03829,Femenino,60,0,No,No,3,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,65.62,186.54,1,1,Si
CLI-03830,Femenino,60,0,No,Si,14,Si,DSL,No,Mensual,Cheque electronico,Si,73.31,925.79,1,1,Si
CLI-03831,Femenino,40,0,No,No,2,Si,DSL,No,Mensual,Cheque electronico,Si,34.19,71.66,1,0,No
CLI-03832,Femenino,49,0,No,Si,29,Si,DSL,No,Bianual,Transferencia bancaria,No,37.75,1112.05,0,0,No
CLI-03833,Femenino,47,0,No,No,18,Si,Fibra optica,Si,Anual,Cheque por correo,Si,92.22,1609.21,1,0,No
CLI-03834,Masculino,30,0,Si,No,37,Si,Fibra optica,No,Mensual,Tarjeta credito,No,98.13,3534.67,0,0,No
CLI-03835,Femenino,60,0,Si,No,45,Si,DSL,No,Mensual,Tarjeta credito,Si,25.66,1057.93,3,0,No
CLI-03836,Masculino,35,0,No,No,45,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,118.99,5751.93,0,1,Si
CLI-03837,Femenino,40,0,No,No,24,Si,No,No,Anual,Cheque por correo,Si,62.18,1415.34,0,0,No
CLI-03838,Masculino,32,0,No,No,46,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,77.75,3288.31,0,0,No
CLI-03839,Femenino,50,0,Si,No,12,Si,Fibra optica,No,Anual,Cheque electronico,Si,78.55,995.3,1,0,No
CLI-03840,Femenino,38,0,No,No,53,Si,Fibra optica,No,Anual,Cheque electronico,No,53.29,2815.94,1,0,No
CLI-03841,Masculino,74,1,No,Si,45,Si,DSL,No,Mensual,Transferencia bancaria,No,73.57,3484.72,0,1,Si
CLI-03842,Masculino,56,0,Si,Si,32,Si,Fibra optica,No,Anual,Transferencia bancaria,Si,77.51,2679.68,3,0,No
CLI-03843,Femenino,40,0,No,Si,18,Si,DSL,No,Mensual,Transferencia bancaria,No,95.6,1680.23,1,1,Si
CLI-03844,Femenino,44,0,No,Si,13,Si,Fibra optica,No,Mensual,Cheque por correo,No,85.5,1012.46,2,0,No
CLI-03845,Femenino,62,0,Si,No,4,Si,No,Si,Mensual,Cheque electronico,Si,63.56,241.69,2,1,Si
CLI-03846,Femenino,61,0,No,Si,23,Si,DSL,No,Mensual,Cheque electronico,No,37.52,785.48,1,0,No
CLI-03847,Femenino,35,0,No,Si,62,Si,DSL,Si,Bianual,Tarjeta credito,Si,20.57,1185.85,2,0,No
CLI-03848,Masculino,41,0,Si,Si,54,No,Fibra optica,No,Anual,Cheque electronico,No,84.49,4880.87,3,1,Si
CLI-03849,Masculino,68,1,Si,No,55,Si,DSL,Si,Bianual,Cheque por correo,No,66.73,3994.17,0,0,No
CLI-03850,Femenino,64,0,No,No,69,Si,DSL,No,Mensual,Tarjeta credito,No,116.48,8321.49,2,1,Si
CLI-03851,Masculino,57,0,Si,No,40,Si,Fibra optica,No,Mensual,Cheque electronico,Si,28.03,1173.18,1,0,No
CLI-03852,Masculino,68,1,Si,No,14,Si,No,No,Mensual,Cheque electronico,Si,25.41,372.21,3,1,Si
CLI-03853,Masculino,59,0,Si,Si,28,Si,DSL,No,Bianual,Transferencia bancaria,No,36.49,944.76,2,0,No
CLI-03854,Femenino,24,0,No,No,72,No,No,Si,Mensual,Cheque electronico,No,56.44,3695.6,1,0,No
CLI-03855,Masculino,67,1,No,No,71,Si,Fibra optica,No,Mensual,Cheque por correo,No,35.87,2647.83,2,1,Si
CLI-03856,Femenino,65,1,No,Si,67,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,65.31,3970.94,1,1,Si
CLI-03857,Masculino,37,0,Si,No,29,Si,Fibra optica,No,Mensual,Cheque por correo,No,52.65,1622.05,2,1,Si
CLI-03858,Femenino,44,0,No,No,61,No,DSL,No,Mensual,Tarjeta credito,No,119.95,7450.32,2,1,Si
CLI-03859,Masculino,23,0,Si,No,68,Si,DSL,No,Mensual,Tarjeta credito,No,116.6,7315.92,2,0,No
CLI-03860,Femenino,44,0,Si,No,9,Si,DSL,No,Mensual,Tarjeta credito,Si,55.21,512.72,1,0,No
CLI-03861,Femenino,26,0,Si,Si,17,No,DSL,Si,Mensual,Cheque por correo,No,98.79,1715.14,2,0,No
CLI-03862,Masculino,70,1,Si,Si,49,No,No,No,Anual,Cheque por correo,Si,42.65,2038.15,0,0,No
CLI-03863,Femenino,62,0,No,Si,63,No,Fibra optica,No,Anual,Cheque por correo,No,23.89,1600.71,2,0,No
CLI-03864,Femenino,74,1,No,Si,46,Si,Fibra optica,Si,Anual,Cheque electronico,No,22.13,978.2,0,1,Si
CLI-03865,Femenino,48,0,Si,Si,13,Si,No,No,Mensual,Cheque por correo,Si,20.98,266.08,4,0,No
CLI-03866,Femenino,38,0,No,No,45,Si,No,Si,Anual,Cheque electronico,No,93.07,4352.85,3,0,No
CLI-03867,Femenino,43,0,No,Si,53,Si,No,No,Mensual,Cheque electronico,No,52.91,2945.58,0,0,No
CLI-03868,Femenino,57,0,No,No,17,Si,No,No,Bianual,Transferencia bancaria,Si,102.03,1655.96,1,0,No
CLI-03869,Femenino,65,1,Si,No,47,Si,Fibra optica,Si,Mensual,Cheque electronico,No,107.13,4548.5,3,1,Si
CLI-03870,Femenino,62,0,No,No,62,Si,DSL,Si,Mensual,Tarjeta credito,Si,49.16,2850.6,2,0,No
CLI-03871,Masculino,30,0,Si,No,50,Si,DSL,Si,Mensual,Cheque por correo,Si,47.49,2262.04,1,0,No
CLI-03872,Masculino,66,1,No,No,43,Si,DSL,No,Anual,Tarjeta credito,No,49.41,2296.73,1,0,No
CLI-03873,Femenino,40,0,Si,No,68,Si,DSL,No,Mensual,Transferencia bancaria,No,66.5,4877.98,1,1,Si
CLI-03874,Femenino,37,0,No,No,72,Si,No,No,Mensual,Cheque electronico,Si,19.63,1458.78,2,0,No
CLI-03875,Masculino,54,0,Si,No,28,Si,No,No,Mensual,Cheque por correo,No,19.11,557.48,2,0,No
CLI-03876,Masculino,71,1,Si,No,45,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,93.02,4287.41,2,0,No
CLI-03877,Masculino,70,1,No,Si,41,Si,Fibra optica,No,Mensual,Cheque electronico,Si,100.44,4347.98,2,0,No
CLI-03878,Femenino,45,0,No,No,36,Si,Fibra optica,No,Mensual,Cheque electronico,Si,38.82,1355.93,0,1,Si
CLI-03879,Masculino,34,0,No,No,33,No,DSL,No,Bianual,Cheque por correo,Si,78.58,2617.36,0,0,No
CLI-03880,Femenino,45,0,No,No,25,Si,No,Si,Mensual,Cheque electronico,No,40.03,1034.91,2,0,No
CLI-03881,Femenino,58,0,Si,Si,19,Si,DSL,Si,Anual,Transferencia bancaria,No,92.89,1753.77,3,0,No
CLI-03882,Masculino,19,0,No,No,47,No,Fibra optica,No,Mensual,Cheque electronico,No,60.89,3017.9,2,1,Si
CLI-03883,Femenino,42,0,Si,No,33,Si,DSL,Si,Mensual,Tarjeta credito,Si,101.92,3654.35,1,0,No
